Project ID	Project	Stars	NbCommits	Repo Creation Date	First Commit Date	Last Commit Date
427	ParameterizedBuilds/parameterized-builds	18	301	2015-03-24T22:12:26Z	2015-03-19T02:44:08Z	2020-07-29T21:06:24Z
428	RIPE-NCC/rpki-commons	8	820	2012-11-22T10:15:34Z	2011-02-22T10:07:45Z	2021-01-04T10:41:46Z
429	Samourai-Wallet/whirlpool-client	6	572	2018-04-24T06:17:05Z	2018-04-24T06:17:06Z	2020-04-28T08:26:25Z
430	SergeyDertan/SRegionProtector	12	364	2018-11-12T14:30:28Z	2018-11-11T23:35:35Z	2020-07-30T12:40:40Z
431	datanucleus/datanucleus-rdbms	16	1452	2013-12-09T18:43:22Z	2013-12-09T18:43:22Z	2020-12-12T08:05:30Z
432	games647/FlexibleLogin	79	270	2015-08-04T15:20:12Z	2015-08-04T15:20:12Z	2020-03-06T10:28:15Z
433	genepi/imputationserver	30	1098	2016-08-04T10:02:40Z	2014-06-11T11:55:30Z	2020-11-11T13:23:49Z
434	jahlborn/jackcess	73	1172	2015-10-07T02:28:07Z	2005-04-07T14:32:19Z	2020-12-11T02:48:27Z
435	jenkinsci/build-failure-analyzer-plugin	58	720	2012-11-22T11:51:57Z	2012-02-02T12:38:26Z	2020-12-17T13:50:07Z
436	jnidzwetzki/bitfinex-v2-wss-api-java	80	661	2017-12-27T10:34:27Z	2017-12-27T10:34:28Z	2021-01-05T18:45:26Z
437	jnr/jnr-ffi	758	1021	2011-02-03T04:25:56Z	2008-07-18T04:45:43Z	2020-12-02T19:31:21Z
438	killbilling/recurly-java-library	46	881	2012-07-31T03:42:37Z	2012-07-31T03:42:37Z	2021-01-12T03:17:27Z
439	leonchen83/redis-replicator	620	969	2016-08-13T16:20:35Z	2016-08-13T16:20:35Z	2020-12-31T00:50:49Z
440	liyiorg/weixin-popular	2139	333	2014-04-22T07:22:27Z	2014-04-22T07:22:27Z	2019-12-11T08:14:20Z
441	medcl/elasticsearch-analysis-stconvert	220	96	2012-10-28T14:08:10Z	2012-10-30T05:06:39Z	2020-05-14T03:50:11Z
442	protegeproject/swrlapi-drools-engine	15	649	2014-02-28T22:52:51Z	2014-03-08T03:25:45Z	2020-11-17T23:46:29Z
443	spring-projects/spring-data-couchbase	173	839	2013-05-31T08:53:23Z	2012-12-14T08:33:00Z	2021-01-15T18:29:14Z
444	BlinkID/blinkid-android	227	441	2014-10-23T18:23:07Z	2014-10-23T18:23:07Z	2021-01-04T09:54:59Z
445	Nordstrom/JUnit-Foundation	14	410	2017-11-28T17:14:05Z	2017-10-12T15:57:05Z	2020-04-29T10:27:37Z
446	Plajer-Lair/Village_Defense	33	1072	2018-01-28T17:12:06Z	2018-03-03T16:52:46Z	2021-01-18T22:39:38Z
447	Transkribus/TranskribusCore	30	1877	2016-02-22T16:35:06Z	2016-02-22T16:22:06Z	2020-10-28T12:55:36Z
448	codelibs/fess-suggest	5	521	2013-09-13T04:54:10Z	2013-09-13T04:54:10Z	2021-01-11T04:30:09Z
449	datanucleus/datanucleus-core	82	1725	2013-12-09T18:40:29Z	2013-12-09T18:40:29Z	2021-01-15T08:45:14Z
450	jruby/jcodings	17	495	2009-10-12T21:27:29Z	2008-10-30T17:29:59Z	2020-10-21T17:33:29Z
451	ligoj/plugin-prov	5	1035	2017-04-12T09:01:20Z	2017-04-12T09:01:20Z	2020-10-04T14:04:03Z
452	mebigfatguy/fb-contrib	118	3632	2011-07-23T20:16:16Z	2011-07-23T20:19:26Z	2020-03-10T06:31:20Z
453	neuland/jade4j	679	526	2012-04-17T13:11:56Z	2012-04-17T13:05:03Z	2020-09-21T09:15:35Z
454	tarun3kumar/seleniumtestsframework	87	544	2015-03-22T12:43:32Z	2013-10-01T18:38:02Z	2019-07-12T18:18:04Z
455	uniVocity/univocity-parsers	730	871	2014-07-12T04:39:08Z	2014-07-12T04:39:08Z	2021-01-18T04:14:20Z
456	ChestShop-authors/ChestShop-3	101	838	2011-05-15T16:14:47Z	2011-05-15T16:16:25Z	2021-01-14T18:01:04Z
457	EinsamHauer/disthene-reader	15	337	2014-11-26T21:04:51Z	2014-11-26T21:05:19Z	2020-01-09T10:30:20Z
458	IHTSDO/snowstorm	104	1877	2016-06-21T23:55:22Z	2016-06-21T23:55:03Z	2021-01-18T09:49:17Z
459	Orange-OpenSource/conllueditor	17	154	2019-01-30T16:24:40Z	2019-02-01T09:38:03Z	2021-01-18T08:24:07Z
460	SteelBridgeLabs/neo4j-gremlin-bolt	69	272	2016-06-20T16:56:55Z	2016-06-20T16:56:56Z	2021-01-13T04:18:21Z
461	camunda/camunda-dmn-model	12	162	2015-06-03T16:57:45Z	2015-06-02T09:56:48Z	2019-12-12T14:23:59Z
462	ebean-orm/ebean-migration	9	270	2016-05-18T05:10:27Z	2016-05-18T05:10:28Z	2020-12-08T07:15:39Z
463	fiji/SPIM_Registration	17	1590	2014-01-11T16:05:38Z	2009-04-23T13:45:33Z	2020-05-20T16:30:57Z
464	itfsw/mybatis-generator-plugin	885	538	2017-01-06T07:35:23Z	2017-01-06T07:35:24Z	2020-12-24T07:24:44Z
465	jenkinsci/bitbucket-branch-source-plugin	145	685	2016-03-11T18:28:58Z	2016-03-11T18:00:20Z	2021-01-15T15:57:59Z
466	jenkinsci/junit-plugin	53	1006	2014-08-11T13:55:17Z	2006-11-05T21:16:01Z	2021-01-18T06:14:40Z
467	jenkinsci/office-365-connector-plugin	44	398	2016-06-02T22:19:45Z	2016-05-27T09:10:29Z	2020-10-14T18:59:46Z
468	mongojack/mongojack	232	547	2013-03-11T14:22:00Z	2011-11-24T21:17:04Z	2020-10-13T18:27:03Z
469	rayokota/hgraphdb	208	500	2016-11-08T23:05:08Z	2016-11-08T23:05:24Z	2020-12-14T17:26:58Z
470	tootedom/herdcache	8	274	2014-07-30T21:44:05Z	2014-07-30T21:45:12Z	2020-05-19T17:30:00Z
471	vlingo/vlingo-lattice	44	734	2018-08-18T08:42:02Z	2018-08-18T08:42:02Z	2020-12-30T14:41:07Z
472	Adyen/adyen-java-api-library	45	779	2016-06-16T09:57:30Z	2016-06-16T09:57:30Z	2021-01-18T08:54:52Z
473	EasyinnovaSL/Tiff-Library-4J	6	166	2015-06-30T07:52:07Z	2015-06-30T07:52:07Z	2017-08-31T11:19:58Z
474	FasterXML/jackson-dataformat-csv	192	582	2011-04-16T20:21:15Z	2011-04-16T20:24:48Z	2017-03-19T20:35:22Z
475	MarketSquare/robotframework-seleniumlibrary-java	20	559	2013-06-13T04:31:20Z	2013-02-23T13:44:16Z	2020-02-04T05:56:57Z
476	OnlineCodex/OnlineCodex	10	393	2018-09-10T19:43:31Z	2018-08-29T19:04:13Z	2020-08-06T13:07:41Z
477	Spikeify/spikeify	16	289	2015-03-31T09:23:22Z	2015-03-31T09:23:23Z	2017-04-13T09:08:31Z
478	beecloud/beecloud-java	42	559	2015-07-06T07:38:59Z	2015-07-06T07:38:59Z	2017-12-20T07:32:36Z
479	burberius/eve-esi	28	344	2016-11-14T20:51:47Z	2016-11-14T20:51:48Z	2020-12-01T15:41:28Z
480	couchbase/couchbase-jvm-core	31	956	2014-01-29T17:07:07Z	2014-01-20T14:51:33Z	2020-11-30T12:51:12Z
481	graphaware/neo4j-to-elasticsearch	224	476	2015-10-18T11:43:48Z	2015-07-04T14:22:50Z	2020-04-03T09:47:02Z
482	hsiafan/apk-parser	867	274	2014-01-10T11:47:42Z	2014-01-10T11:47:58Z	2020-09-16T02:05:22Z
483	jenkinsci/elasticbox-plugin	8	568	2014-06-09T13:58:32Z	2014-06-02T23:12:50Z	2019-12-21T16:49:14Z
484	jenkinsci/urltrigger-plugin	12	264	2011-06-13T21:20:36Z	2011-06-13T21:50:07Z	2020-11-02T23:04:47Z
485	jhipster/jhipster-registry	586	1033	2016-02-05T12:47:59Z	2016-02-05T15:19:37Z	2021-01-17T08:05:17Z
486	jpmml/jpmml-r	30	359	2015-09-20T17:11:29Z	2015-09-19T21:01:05Z	2021-01-03T09:08:04Z
487	networknt/light-router	5	278	2018-02-09T00:49:58Z	2018-02-09T00:49:59Z	2020-12-23T14:43:41Z
488	protegeproject/swrltab-plugin	20	428	2014-06-29T00:05:54Z	2014-06-29T00:06:18Z	2020-11-18T00:02:34Z
489	GoldenGnu/jeveassets	57	2510	2015-07-18T12:41:31Z	2009-08-05T12:35:13Z	2021-01-19T10:26:42Z
490	HtmlUnit/htmlunit	341	16570	2018-09-02T08:59:44Z	2002-09-01T19:45:57Z	2021-01-16T17:44:10Z
491	adridadou/eth-propeller-core	21	634	2017-04-11T09:41:01Z	2017-04-11T09:41:02Z	2020-12-14T15:15:42Z
492	blackberry/KaBoom	40	506	2014-11-19T21:55:44Z	2014-06-18T18:18:56Z	2016-04-25T19:41:33Z
493	codelibs/fess	476	3802	2013-09-13T04:50:05Z	2013-09-13T04:50:05Z	2021-01-05T06:47:30Z
494	couchbase/couchbase-java-client	252	1047	2011-11-22T19:07:34Z	2011-11-18T19:33:05Z	2020-11-13T07:35:10Z
495	damianszczepanik/cucumber-sandwich	54	218	2013-08-30T09:58:29Z	2013-09-02T08:25:21Z	2020-11-08T22:08:14Z
496	datanucleus/datanucleus-api-jpa	10	520	2013-12-09T18:42:37Z	2013-12-09T18:42:37Z	2020-08-14T14:09:21Z
497	groupdocs-viewer/GroupDocs.Viewer-for-Java-Spring	6	129	2018-08-28T11:50:51Z	2018-08-28T11:50:52Z	2020-09-21T13:59:47Z
498	jenkinsci/amazon-ecs-plugin	151	461	2015-09-23T12:08:03Z	2015-08-26T16:04:08Z	2020-11-09T09:44:06Z
499	jenkinsci/config-file-provider-plugin	27	706	2011-08-03T19:02:20Z	2011-07-29T18:30:07Z	2020-10-26T06:28:30Z
500	jenkinsci/docker-build-step-plugin	104	339	2014-02-17T20:25:08Z	2014-02-02T22:36:09Z	2020-10-27T11:19:24Z
